stock_id,date,foreign_buy_sell,trust_buy_sell,dealer_buy_sell,total_buy_sell
2474,2026-02-02,-700873,-93846,-4558,-799277
2474,2026-02-03,-365644,-45558,3582,-407620
2474,2026-02-04,-277693,-61800,-29974,-369467
2474,2026-02-05,-198723,-26896,7617,-218002
2474,2026-02-06,-671021,208,-45107,-715920
2474,2026-02-09,-225119,-232000,-83353,-540472
2474,2026-02-10,-295328,-14934,-81550,-391812
2474,2026-02-11,51086,-209000,-202064,-359978
2474,2026-02-23,199700,-358174,-99852,-258326
2474,2026-02-24,-353164,-217205,-30953,-601322
2474,2026-02-25,296125,-767892,-88355,-560122
2474,2026-02-26,101997,-812826,-96533,-807362
2474,2026-03-02,-918929,-195069,40937,-1073061
2474,2026-03-03,-1404325,-62647,332333,-1134639
2474,2026-03-04,-755591,-95242,-13177,-864010
2474,2026-03-05,-788645,-1652,117742,-672555
2474,2026-03-06,-140610,-20055,85379,-75286
2474,2026-03-09,-663547,52000,93449,-518098
2474,2026-03-10,-584198,1865,16416,-565917
2474,2026-03-11,-1215147,-61472,-50381,-1327000
2474,2026-03-12,-1794012,-349141,-89221,-2232374
2474,2026-03-13,-2058538,397563,22526,-1638449
2474,2026-03-16,-263689,-30733,-936,-295358
2474,2026-03-17,-654217,-42436,-80415,-777068
2474,2026-03-18,-816870,-388000,-25610,-1230480
2474,2026-03-19,-657315,-166000,25164,-798151
2474,2026-03-20,-1274586,-136450,13351,-1397685
2474,2026-03-23,-1211162,13000,126009,-1072153
2474,2026-03-24,420266,-63000,41748,399014
2474,2026-03-25,-1379157,-15658,10063,-1384752
2474,2026-03-26,14235,-14291,4506,4450
2474,2026-03-27,343080,-4460,5364,343984
2474,2026-03-30,-1322578,3202,115064,-1204312
2474,2026-03-31,-880736,-7397,275478,-612655
2474,2026-04-01,-815657,166800,21220,-627637
2474,2026-04-02,-300285,-1000,169003,-132282
2474,2026-04-07,-40108,-16000,41700,-14408
2474,2026-04-08,-400456,-28702,10222,-418936
2474,2026-04-09,-367052,-217822,-63939,-648813
2474,2026-04-10,-132004,-341355,-32513,-505872
2474,2026-04-13,-377324,-71799,12151,-436972
2474,2026-04-14,611419,-215021,26672,423070
2474,2026-04-15,584164,-275085,-335207,-26128
2474,2026-04-16,-128409,-420467,-7989,-556865
2474,2026-04-17,948437,-1040899,-42430,-134892
2474,2026-04-20,181978,-1630919,-212266,-1661207
2474,2026-04-21,1848284,-2941208,-119786,-1212710
2474,2026-04-22,1369924,-2399125,118827,-910374
2474,2026-04-23,3256997,-1967063,241988,1531922
2474,2026-04-24,995182,-1333066,16619,-321265
2474,2026-04-27,1055326,-694149,-113416,247761
2474,2026-04-28,-243013,-501823,-56617,-801453
2474,2026-04-29,-1110282,-609272,106967,-1612587
2474,2026-04-30,-949386,-127088,-35101,-1111575
2884,2026-02-02,-2814055,871782,84866,-1857407
2884,2026-02-03,4357253,214602,35862,4607717
2884,2026-02-04,10129013,-394000,-146010,9589003
2884,2026-02-05,10720832,685910,-275695,11131047
2884,2026-02-06,-1920784,810000,81009,-1029775
2884,2026-02-09,-2776088,-1675000,-850989,-5302077
2884,2026-02-10,3919554,-2792090,-1342000,-214536
2884,2026-02-11,20449760,-311000,-1885150,18253610
2884,2026-02-23,29715276,687820,-416258,29986838
2884,2026-02-24,-7904820,322682,-839679,-8421817
2884,2026-02-25,13645497,-650180,-746577,12248740
2884,2026-02-26,18360368,2065495,664407,21090270
2884,2026-03-02,-415632,1185982,493856,1264206
2884,2026-03-03,9363430,735000,39390,10137820
2884,2026-03-04,-14979763,363000,825719,-13791044
2884,2026-03-05,-4617276,2235000,-78981,-2461257
2884,2026-03-06,-7353401,1676000,397586,-5279815
2884,2026-03-09,-8598055,1070403,2780016,-4747636
2884,2026-03-10,-6121564,-41596,591905,-5571255
2884,2026-03-11,-6132432,-221006,-662875,-7016313
2884,2026-03-12,-14664180,-5157006,-400582,-20221768
2884,2026-03-13,4770536,-837000,-414303,3519233
2884,2026-03-16,-35593174,-1918901,-29904,-37541979
2884,2026-03-17,6676670,-7743749,900023,-167056
2884,2026-03-18,-806671,-3088599,536276,-3358994
2884,2026-03-19,-19362006,-450000,133175,-19678831
2884,2026-03-20,6223533,-9112605,108390,-2780682
2884,2026-03-23,-13669257,341580,2070575,-11257102
2884,2026-03-24,4938195,-124000,624847,5439042
2884,2026-03-25,6182114,-2478374,657473,4361213
2884,2026-03-26,7643997,-15000,19488,7648485
2884,2026-03-27,4736015,-185000,1031516,5582531
2884,2026-03-30,4276667,16452,2033606,6326725
2884,2026-03-31,-5755481,190000,4905666,-659815
2884,2026-04-01,3184688,94452,709727,3988867
2884,2026-04-02,-60179,-206375,2345421,2078867
2884,2026-04-07,469889,1071340,874933,2416162
2884,2026-04-08,-2084170,-165409,958138,-1291441
2884,2026-04-09,4369250,-360783,-325322,3683145
2884,2026-04-10,-5776212,-155729,-164206,-6096147
2884,2026-04-13,460498,-2786457,-39614,-2365573
2884,2026-04-14,12433000,-1454303,-435693,10543004
2884,2026-04-15,9899161,-1501479,-894337,7503345
2884,2026-04-16,2249052,-863879,-3166,1382007
2884,2026-04-17,82252,-6025813,-152339,-6095900
2884,2026-04-20,16655751,-11701512,592750,5546989
2884,2026-04-21,18052372,-18192184,480632,340820
2884,2026-04-22,20420372,-10525565,217022,10111829
2884,2026-04-23,1045436,-9823728,350557,-8427735
2884,2026-04-24,11577053,-8816941,-646148,2113964
2884,2026-04-27,11866837,-5484170,-2043790,4338877
2884,2026-04-28,-3926534,-423183,-881507,-5231224
2884,2026-04-29,-2596502,-5361000,-10532,-7968034
2884,2026-04-30,-3525654,-17213898,440389,-20299163
2891,2026-02-02,322121,-911442,216751,-372570
2891,2026-02-03,1062840,-292051,-729750,41039
2891,2026-02-04,-177223,734000,81436,638213
2891,2026-02-05,4745753,432428,-220517,4957664
2891,2026-02-06,-4253274,648000,457531,-3147743
2891,2026-02-09,7326034,-1659000,-656253,5010781
2891,2026-02-10,-3095914,-2283374,-1502493,-6881781
2891,2026-02-11,5583790,-1565000,-2717583,1301207
2891,2026-02-23,19224222,-10578365,-841424,7804433
2891,2026-02-24,-734257,-2803091,-1822273,-5359621
2891,2026-02-25,10515847,-10754779,-283885,-522817
2891,2026-02-26,12329578,596883,160077,13086538
2891,2026-03-02,-25595958,2545623,-1486871,-24537206
2891,2026-03-03,-1700130,-491772,1134158,-1057744
2891,2026-03-04,-35042090,9965973,3045853,-22030264
2891,2026-03-05,-9925342,2061208,-865730,-8729864
2891,2026-03-06,-9697536,-1672802,691102,-10679236
2891,2026-03-09,-6465664,9765915,3629978,6930229
2891,2026-03-10,-29583809,14318916,177124,-15087769
2891,2026-03-11,-7150405,-192503,-456983,-7799891
2891,2026-03-12,-36733842,23151087,-759039,-14341794
2891,2026-03-13,-10816752,5330788,334674,-5151290
2891,2026-03-16,3342234,-1678096,-3816,1660322
2891,2026-03-17,3961251,-4402211,909516,468556
2891,2026-03-18,-4745289,4764834,-47552,-28007
2891,2026-03-19,-20818392,5948000,1364532,-13505860
2891,2026-03-20,-6105675,5549436,301629,-254610
2891,2026-03-23,-10542387,16833818,3096626,9388057
2891,2026-03-24,-745269,5949000,481274,5685005
2891,2026-03-25,3265339,1301000,362837,4929176
2891,2026-03-26,241969,2831691,-10357,3063303
2891,2026-03-27,-4768300,4654000,1109653,995353
2891,2026-03-30,-6929284,5063972,2354220,488908
2891,2026-03-31,-5969756,4278000,6813804,5122048
2891,2026-04-01,10894932,4600972,140168,15636072
2891,2026-04-02,8044540,1957893,2048578,12051011
2891,2026-04-07,-7754303,12106536,1002634,5354867
2891,2026-04-08,14406339,2540067,64027,17010433
2891,2026-04-09,-19146548,-510742,-1181011,-20838301
2891,2026-04-10,-21138307,720997,-229452,-20646762
2891,2026-04-13,-6853143,-6285921,112308,-13026756
2891,2026-04-14,-7777216,-4958675,-287463,-13023354
2891,2026-04-15,-13149085,-7126158,-727076,-21002319
2891,2026-04-16,5458862,-6348538,766792,-122884
2891,2026-04-17,-12749629,-9734739,-29342,-22513710
2891,2026-04-20,16660936,-13715026,782962,3728872
2891,2026-04-21,2454253,-9130122,-87165,-6763034
2891,2026-04-22,7263540,-11163897,-164402,-4064759
2891,2026-04-23,-8843582,-10245464,1267118,-17821928
2891,2026-04-24,9761384,-6191822,-675819,2893743
2891,2026-04-27,3171769,-11591550,-2149231,-10569012
2891,2026-04-28,19834959,-13410868,-1538914,4885177
2891,2026-04-29,-5359632,-5429000,-354335,-11142967
2891,2026-04-30,-5347970,-13745606,482045,-18611531
2912,2026-02-02,202425,-130000,-9573,62852
2912,2026-02-03,123843,-112997,-3999,6847
2912,2026-02-04,21314,-88000,10504,-56182
2912,2026-02-05,1146716,22020,-23031,1145705
2912,2026-02-06,711827,22000,13687,747514
2912,2026-02-09,-143231,-289000,37804,-394427
2912,2026-02-10,278641,-44142,19133,253632
2912,2026-02-11,218324,-98000,75128,195452
2912,2026-02-23,140998,-579960,15532,-423430
2912,2026-02-24,254116,-1048142,48470,-745556
2912,2026-02-25,1370644,-1127123,24994,268515
2912,2026-02-26,-91808,-585016,75760,-601064
2912,2026-03-02,-438836,-54329,22583,-470582
2912,2026-03-03,941285,-150163,17705,808827
2912,2026-03-04,-41981,-6650,-37379,-86010
2912,2026-03-05,-159850,-63162,24370,-198642
2912,2026-03-06,-553072,0,42541,-510531
2912,2026-03-09,469427,69956,-32685,506698
2912,2026-03-10,196036,-1882,63194,257348
2912,2026-03-11,-697369,-1809,22737,-676441
2912,2026-03-12,-501512,-328971,-13804,-844287
2912,2026-03-13,153514,-7323,-19230,126961
2912,2026-03-16,32061,-15993,-12886,3182
2912,2026-03-17,619816,-30300,15640,605156
2912,2026-03-18,-368700,-39836,45388,-363148
2912,2026-03-19,-1424830,0,-3396,-1428226
2912,2026-03-20,13984995,-12385336,-20975,1578684
2912,2026-03-23,872897,-14198,-43519,815180
2912,2026-03-24,1242083,-1000,7078,1248161
2912,2026-03-25,175274,-353000,67732,-109994
2912,2026-03-26,1642468,-3000,6419,1645887
2912,2026-03-27,1175054,-8000,-4097,1162957
2912,2026-03-30,-403729,2000,-52717,-454446
2912,2026-03-31,259474,0,20088,279562
2912,2026-04-01,428253,-150000,79330,357583
2912,2026-04-02,1410045,-52000,1031,1359076
2912,2026-04-07,956153,58186,6968,1021307
2912,2026-04-08,-339406,0,95123,-244283
2912,2026-04-09,541079,0,-12705,528374
2912,2026-04-10,-346534,-3383,234,-349683
2912,2026-04-13,-622470,2848,-18998,-638620
2912,2026-04-14,348191,-127000,-9914,211277
2912,2026-04-15,1041104,-66152,-10192,964760
2912,2026-04-16,628894,-132302,-19024,477568
2912,2026-04-17,1126772,-380303,30291,776760
2912,2026-04-20,1251281,-581342,-3291,666648
2912,2026-04-21,-356081,-224674,14155,-566600
2912,2026-04-22,81902,-241917,-10152,-170167
2912,2026-04-23,-450024,-218191,-24868,-693083
2912,2026-04-24,-1728957,-1910,6702,-1724165
2912,2026-04-27,92280,-470153,-8404,-386277
2912,2026-04-28,-1176800,-19153,-438,-1196391
2912,2026-04-29,-546264,-475000,15088,-1006176
2912,2026-04-30,-699047,-3104,5244,-696907
3231,2026-02-02,3501721,-349134,-447793,2704794
3231,2026-02-03,-6258163,88378,-209650,-6379435
3231,2026-02-04,1126328,-1811000,395479,-289193
3231,2026-02-05,-11704881,-696000,-272046,-12672927
3231,2026-02-06,-4270660,1256406,26266,-2987988
3231,2026-02-09,-3238781,-49000,-28278,-3316059
3231,2026-02-10,-1460598,-310000,-22101,-1792699
3231,2026-02-11,1491601,-44000,-1005218,442383
3231,2026-02-23,-5820785,-1926000,1018020,-6728765
3231,2026-02-24,2622584,-468134,-670802,1483648
3231,2026-02-25,7108272,549000,2431166,10088438
3231,2026-02-26,-12868572,328976,-483097,-13022693
3231,2026-03-02,8365548,422000,845469,9633017
3231,2026-03-03,-3116639,333000,1207909,-1575730
3231,2026-03-04,-18102958,268058,1316545,-16518355
3231,2026-03-05,5475240,237000,561994,6274234
3231,2026-03-06,4106892,-187000,594788,4514680
3231,2026-03-09,-9096664,1296671,1370416,-6429577
3231,2026-03-10,-744096,79671,768065,103640
3231,2026-03-11,9334467,19000,2165713,11519180
3231,2026-03-12,-861405,11000,-135129,-985534
3231,2026-03-13,3895059,-1323000,951287,3523346
3231,2026-03-16,13492917,-250982,152559,13394494
3231,2026-03-17,535278,-422000,-618654,-505376
3231,2026-03-18,-6670585,-1227329,-3136820,-11034734
3231,2026-03-19,-4118290,18000,-746884,-4847174
3231,2026-03-20,11924352,-47892,448879,12325339
3231,2026-03-23,-10816548,-544591,45426,-11315713
3231,2026-03-24,6863757,-664777,2893840,9092820
3231,2026-03-25,-8102987,-848998,1839971,-7112014
3231,2026-03-26,-50894,-697962,1169284,420428
3231,2026-03-27,-1712490,4119,1404342,-304029
3231,2026-03-30,-1887198,78277,948690,-860231
3231,2026-03-31,-5500959,-134000,2867362,-2767597
3231,2026-04-01,3030694,1020688,1147642,5199024
3231,2026-04-02,-2753185,1209759,736577,-806849
3231,2026-04-07,-6546894,1454924,221971,-4869999
3231,2026-04-08,22480934,536901,-817041,22200794
3231,2026-04-09,15340978,-29639,-687911,14623428
3231,2026-04-10,9922598,-325524,909965,10507039
3231,2026-04-13,5206219,-1286659,292282,4211842
3231,2026-04-14,11633002,-820784,144455,10956673
3231,2026-04-15,-1547988,-728363,-5810739,-8087090
3231,2026-04-16,-2768856,-956412,-73911,-3799179
3231,2026-04-17,11007016,-1164523,296156,10138649
3231,2026-04-20,31159282,827547,1095617,33082446
3231,2026-04-21,27712431,1109125,1444552,30266108
3231,2026-04-22,2779251,858338,1187084,4824673
3231,2026-04-23,-947299,1413172,-129518,336355
3231,2026-04-24,8434606,1416886,-144987,9706505
3231,2026-04-27,7536844,-301982,231587,7466449
3231,2026-04-28,-2678573,-186176,-883477,-3748226
3231,2026-04-29,2420418,-339511,-115070,1965837
3231,2026-04-30,-7695100,-592000,-249601,-8536701
